,Media Source,Tweet,Date,Compound,Positive,Negative,Neutral,Dates
242,@CNN,"China challenges Trump, saying the country will not be ""blackmailed or yield to pressure"" on trade… https://t.co/gioWFMYrzQ",Sat Sep 29 07:16:06 +0000 2018,-0.2263,0.07,0.119,0.811,2018-09-29 07:16:06
150,@CBSNews,"Bill Cosby sued for unpaid legal bills of $282,000 https://t.co/RgyLp3u0fX https://t.co/MsZu9iZ2J0",Sat Sep 29 07:18:03 +0000 2018,0.128,0.13,0.0,0.87,2018-09-29 07:18:03
458,@nytimes,A Prostitute Was Killed in France. Is a New Law Partly to Blame? https://t.co/bmp3PFRMJz,Sat Sep 29 07:28:43 +0000 2018,-0.7665,0.0,0.398,0.602,2018-09-29 07:28:43
241,@CNN,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/6aE9ZfLp25 https://t.co/enpatLCJkN",Sat Sep 29 07:31:00 +0000 2018,-0.4019,0.0,0.137,0.863,2018-09-29 07:31:00
457,@nytimes,RT @comradewong: 1. Secretary of State Mike Pompeo made a surprise announcement on the closing of the Basra consulate. Cited security reaso…,Sat Sep 29 07:32:00 +0000 2018,0.5423,0.191,0.0,0.809,2018-09-29 07:32:00
149,@CBSNews,Jesuit order's America magazine urges withdrawal of Kavanaugh nomination https://t.co/ZvwBtYZmIh https://t.co/QuHWamkv2v,Sat Sep 29 07:33:03 +0000 2018,0.0258,0.099,0.0,0.901,2018-09-29 07:33:03
399,@FoxNews,Maryland authorities say they'll investigate Kavanaugh — if a victim files a complaint https://t.co/j6cGap8Z9T,Sat Sep 29 07:36:00 +0000 2018,-0.5106,0.0,0.323,0.677,2018-09-29 07:36:00
398,@FoxNews,"Jonathan Turley: “This whole aspect of GoFundMe is relatively new, and really our ethical rules haven’t really caug… https://t.co/UNuNF4eopc",Sat Sep 29 07:44:00 +0000 2018,0.5542,0.166,0.0,0.834,2018-09-29 07:44:00
240,@CNN,"With six months to go before Britain formally leaves the European Union, Brexit has never looked more baffling | An… https://t.co/LyMCpo7ZsR",Sat Sep 29 07:46:06 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 07:46:06
148,@CBSNews,Headless body found in fish tank identified as missing San Francisco homeowner https://t.co/OUec6QhWFm https://t.co/AUocdlZFjW,Sat Sep 29 07:48:03 +0000 2018,-0.296,0.0,0.145,0.855,2018-09-29 07:48:03
456,@nytimes,A program intended to wipe away the student loans of qualifying public servants rejected more than 99% of those who… https://t.co/06as1CWjkT,Sat Sep 29 07:48:16 +0000 2018,-0.5106,0.0,0.148,0.852,2018-09-29 07:48:16
397,@FoxNews,Kavanaugh threatened anew with impeachment as Supreme Court vote nears https://t.co/Bh3kq0irAY,Sat Sep 29 07:51:00 +0000 2018,0.1531,0.231,0.192,0.577,2018-09-29 07:51:00
396,@FoxNews,"Former DOJ prosecutor Joseph Moreno: “People think that there’s going to be this ‘CSI’ type effect, and the FBI’s g… https://t.co/MgT4tl6o6v",Sat Sep 29 07:59:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 07:59:00
239,@CNN,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/WzvGKIqO9Q",Sat Sep 29 08:01:06 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 08:01:06
147,@CBSNews,"Wayde Sims, LSU basketball player, shot to death in Baton Rouge https://t.co/OoAUhvP2Rs https://t.co/d9jkkLgfNe",Sat Sep 29 08:03:03 +0000 2018,-0.5994,0.0,0.245,0.755,2018-09-29 08:03:03
455,@nytimes,Breaking News: Nearly 400 people were killed when an earthquake and a tsunami struck the Indonesian island of Sulaw… https://t.co/4pQUmpMggT,Sat Sep 29 08:04:42 +0000 2018,-0.7579,0.0,0.277,0.723,2018-09-29 08:04:42
11,@BBC,"""I've broken around 80 bones"". 😬🏥

Meet the man who can't feel pain. 👉 https://t.co/6qsfeQmIct https://t.co/6jXkhYCTza",Sat Sep 29 08:05:03 +0000 2018,-0.1022,0.118,0.136,0.746,2018-09-29 08:05:03
454,@nytimes,McKinsey &amp; Company is advising the Puerto Rican government on a financial overhaul to lighten its crippling debts.… https://t.co/E1uRYpKeLb,Sat Sep 29 08:05:21 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 08:05:21
395,@FoxNews,GOP lawmakers have 'positive' meeting with Google CEO Sundar Pichai https://t.co/xcYSiPItjN,Sat Sep 29 08:06:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 08:06:00
10,@BBC,RT @BBCOne: .@LadyGaga &amp; Jodie Whittaker playing the #DoctorWho theme tune on the theremin is a joy to behold. #TheGNShow https://t.co/0aLu…,Sat Sep 29 08:11:46 +0000 2018,0.6808,0.237,0.0,0.763,2018-09-29 08:11:46
394,@FoxNews,California extends President @realDonaldTrump's border mission by 6 months https://t.co/DScl5nakb4,Sat Sep 29 08:13:00 +0000 2018,0.128,0.158,0.0,0.842,2018-09-29 08:13:00
238,@CNN,The first case of rat hepatitis E has been discovered in a human https://t.co/lvjXReLtiT https://t.co/lX83xliAkt,Sat Sep 29 08:16:02 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 08:16:02
146,@CBSNews,"California man is ""genuinely remorseful"" for role in 2016 election interference https://t.co/MyUpcqdm6j https://t.co/IORzKf8RRK",Sat Sep 29 08:18:04 +0000 2018,-0.2263,0.0,0.137,0.863,2018-09-29 08:18:04
393,@FoxNews,".@senatemajldr on Kavanaugh hearing: ""The picture that diverged from all of this is clear: Judge Kavanaugh is one o… https://t.co/mzhdT2zhCV",Sat Sep 29 08:20:00 +0000 2018,0.3818,0.12,0.0,0.88,2018-09-29 08:20:00
392,@FoxNews,"Indonesia quake, tsunami kill hundreds, devastate coast https://t.co/HVrAsptxg8",Sat Sep 29 08:27:00 +0000 2018,-0.8689,0.0,0.595,0.405,2018-09-29 08:27:00
237,@CNN,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/nzC3Cnofq9,Sat Sep 29 08:31:00 +0000 2018,-0.2023,0.0,0.087,0.913,2018-09-29 08:31:00
236,@CNN,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/7RA9NcPQgT,Sat Sep 29 08:32:00 +0000 2018,0.4215,0.149,0.0,0.851,2018-09-29 08:32:00
453,@nytimes,RT @nytimesworld: Seven men arrested in the Netherlands were arrested on charges of planning to attack a mass event with AK-47s and bomb be…,Sat Sep 29 08:32:01 +0000 2018,-0.9274,0.0,0.448,0.552,2018-09-29 08:32:01
145,@CBSNews,Christine Blasey Ford's attorneys release polygraph results on Kavanaugh allegations https://t.co/DwuiEmJETD https://t.co/anWIzIU4uH,Sat Sep 29 08:33:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 08:33:04
391,@FoxNews,'Real Housewives of Potomac' star Michael Darby suspended from filming after being charged with groping cameraman https://t.co/tnd6uwuhyv,Sat Sep 29 08:34:00 +0000 2018,-0.5994,0.0,0.246,0.754,2018-09-29 08:34:00
390,@FoxNews,".@POTUS on Friday ordered the @FBI to conduct a ""supplemental"" investigation into the allegations of sexual assault… https://t.co/n0Du8Pww1G",Sat Sep 29 08:41:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 08:41:00
235,@CNN,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/7eSkMCA6HC,Sat Sep 29 08:46:05 +0000 2018,0.3612,0.106,0.0,0.894,2018-09-29 08:46:05
389,@FoxNews,".@seanspicer: ""Nancy Pelosi is the single greatest gift that the Republican Party has right now...I'm a big fan of… https://t.co/1fQUT3grK2",Sat Sep 29 08:48:00 +0000 2018,0.9022,0.446,0.0,0.554,2018-09-29 08:48:00
144,@CBSNews,"William H. Macy and showrunner John Wells open up on Emmy Rossum’s exit from ""Shameless"" https://t.co/vfydWXSoTP https://t.co/VS9pvV0MG5",Sat Sep 29 08:48:03 +0000 2018,0.25,0.111,0.0,0.889,2018-09-29 08:48:03
452,@nytimes,"“I don’t know who got a bigger fright: the seal, me or the octopus” https://t.co/gxayw44IQq",Sat Sep 29 08:49:55 +0000 2018,-0.3818,0.0,0.167,0.833,2018-09-29 08:49:55
451,@nytimes,The New Birds and Bees: Teaching Kids About Boundaries and Consent https://t.co/mVrenFA8HP,Sat Sep 29 08:52:09 +0000 2018,0.2263,0.147,0.0,0.853,2018-09-29 08:52:09
388,@FoxNews,"Free beer event for 'Trump supporters' backfires as Atlanta, UK breweries deny involvement https://t.co/5bMdWYrDYP",Sat Sep 29 08:55:00 +0000 2018,0.5859,0.316,0.122,0.561,2018-09-29 08:55:00
9,@BBC,"This school became a national leader by focusing on a neglected subject... 

https://t.co/5c7iSPT3rc",Sat Sep 29 09:01:02 +0000 2018,-0.5267,0.0,0.254,0.746,2018-09-29 09:01:02
234,@CNN,Here's what Jeff Flake just did -- and what it means for Brett Kavanaugh | Analysis by @CillizzaCNN… https://t.co/JCySrc71ZI,Sat Sep 29 09:01:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 09:01:04
387,@FoxNews,"After watching hearing, woman accuses Washington state lawmaker of raping her in 2007 https://t.co/YpF8s4wZTE",Sat Sep 29 09:02:00 +0000 2018,-0.802,0.0,0.375,0.625,2018-09-29 09:02:00
143,@CBSNews,High schoolers sound off on Kavanaugh allegations and sexual assault https://t.co/iq7BF8A00J https://t.co/Fq7Gv8nbgW,Sat Sep 29 09:03:02 +0000 2018,-0.5859,0.0,0.257,0.743,2018-09-29 09:03:02
386,@FoxNews,".@billmaher attacks @LindseyGrahamSC for defending Kavanaugh, says senator needs 'his dead boyfriend' John McCain https://t.co/tz8fI2bvsf",Sat Sep 29 09:09:00 +0000 2018,-0.802,0.0,0.356,0.644,2018-09-29 09:09:00
450,@nytimes,This one-pan shrimp enchiladas verde recipe is as simple to make as it is tasty https://t.co/Lmw7eO1XAA https://t.co/Je0c16XmFx,Sat Sep 29 09:09:36 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 09:09:36
385,@FoxNews,".@LindseyGrahamSC on Kavanaugh nomination: ""Hopefully in the next few days the @FBI will answer questions that ling… https://t.co/m26bEriYVa",Sat Sep 29 09:16:00 +0000 2018,0.4019,0.137,0.0,0.863,2018-09-29 09:16:00
233,@CNN,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/8CBwo1R2MV",Sat Sep 29 09:16:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 09:16:04
142,@CBSNews,"West Virginia poverty gets worse under Trump economy, not better https://t.co/nLa4VtubGD https://t.co/Yzlo6OXZNp",Sat Sep 29 09:18:03 +0000 2018,-0.8319,0.0,0.495,0.505,2018-09-29 09:18:03
384,@FoxNews,.@LisaMarieBoothe weighed in on #TheStory Friday on the Democrats’ handling of allegations against Judge Brett Kava… https://t.co/iEMmdlbBwi,Sat Sep 29 09:23:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 09:23:00
383,@FoxNews,".@ChrisStirewalt on Kavanaugh investigation: ""[GOP] are left again with the chance, something they hoped for from t… https://t.co/P7BTAlyPjs",Sat Sep 29 09:30:00 +0000 2018,0.5574,0.223,0.0,0.777,2018-09-29 09:30:00
232,@CNN,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/pSUda8DlDK",Sat Sep 29 09:31:00 +0000 2018,0.7351,0.36,0.0,0.64,2018-09-29 09:31:00
449,@nytimes,"RT @RorySmith: A curious quote here, a bad result there, a slightly dodgy WiFi connection: it doesn’t take much to send Man Utd over the ed…",Sat Sep 29 09:32:05 +0000 2018,-0.4228,0.084,0.186,0.73,2018-09-29 09:32:05
141,@CBSNews,IRS to retirees: Don't get caught by a tax surprise https://t.co/mQEU1VAF7p https://t.co/LgVBhW1W50,Sat Sep 29 09:33:04 +0000 2018,0.2732,0.174,0.0,0.826,2018-09-29 09:33:04
382,@FoxNews,Man accused of slugging 90-year-old woman is released from jail due to overcrowding https://t.co/P88fpUmgMj,Sat Sep 29 09:37:00 +0000 2018,-0.296,0.0,0.145,0.855,2018-09-29 09:37:00
381,@FoxNews,SEAL SLAP: A kayaker in New Zealand had a surprise visitor — who smacked him with an octopus. https://t.co/6rU7Cmc8lo,Sat Sep 29 09:44:00 +0000 2018,0.5319,0.24,0.0,0.76,2018-09-29 09:44:00
231,@CNN,A health crisis turned this Trump voter into a Democrat supporter https://t.co/6fbxhN0Gq3 https://t.co/Pa6ykEVDGy,Sat Sep 29 09:46:06 +0000 2018,-0.4588,0.138,0.27,0.592,2018-09-29 09:46:06
140,@CBSNews,Newer birth control pills tied to lower risk of ovarian cancer https://t.co/JxpBdlfx9V https://t.co/ifuFXea8qf,Sat Sep 29 09:48:03 +0000 2018,-0.8271,0.0,0.465,0.535,2018-09-29 09:48:03
448,@nytimes,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/zGk7vB2zM4,Sat Sep 29 09:48:10 +0000 2018,0.765,0.338,0.085,0.577,2018-09-29 09:48:10
380,@FoxNews,Naval Aircrewman 2nd Class Tanner Brown aboard an MH-60S Sea Hawk helicopter during a vertical replenishment-at-sea… https://t.co/cfbRyiHjZQ,Sat Sep 29 09:51:00 +0000 2018,0.0258,0.068,0.0,0.932,2018-09-29 09:51:00
379,@FoxNews,"Mom of Meighan Cordie, who died after jumping from car, left holes in missing person report: prosecutor… https://t.co/RSR5HUMNf9",Sat Sep 29 09:58:00 +0000 2018,-0.7003,0.0,0.266,0.734,2018-09-29 09:58:00
230,@CNN,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of it… https://t.co/9ECuIOr32E",Sat Sep 29 10:01:03 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:01:03
139,@CBSNews,"""Murphy Brown"" stars on working with special guest Hillary Clinton https://t.co/1VxhprTItb https://t.co/mN7aEXzm99",Sat Sep 29 10:03:03 +0000 2018,0.4019,0.197,0.0,0.803,2018-09-29 10:03:03
8,@BBC,"What's it like growing up with tourettes?

Brother and sister Jack and Rebecca describe how people react to their t… https://t.co/VXY3jdCbEu",Sat Sep 29 10:03:05 +0000 2018,0.4939,0.181,0.0,0.819,2018-09-29 10:03:05
378,@FoxNews,Democrats get judge's OK to argue President @realDonaldTrump violated Constitution over 'gifts' from foreign govern… https://t.co/rLT1C2t3OS,Sat Sep 29 10:05:00 +0000 2018,-0.4342,0.135,0.267,0.598,2018-09-29 10:05:00
447,@nytimes,"Chicken francese, sometimes called chicken French, is one of those rare restaurant dishes that's truly easy to cook… https://t.co/6dkng0Ttao",Sat Sep 29 10:05:34 +0000 2018,0.7003,0.254,0.0,0.746,2018-09-29 10:05:34
446,@nytimes,Page to Screen: What to Read Before Heading to Movie Theaters This Fall https://t.co/FAqizfH6yk,Sat Sep 29 10:15:34 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:15:34
229,@CNN,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/xyubP5kQJJ,Sat Sep 29 10:16:23 +0000 2018,-0.7871,0.0,0.362,0.638,2018-09-29 10:16:23
138,@CBSNews,Ted Turner reveals he's battling Lewy body dementia in exclusive interview https://t.co/h888oIdOoI https://t.co/nCEFAROWjN,Sat Sep 29 10:18:03 +0000 2018,-0.1531,0.103,0.144,0.753,2018-09-29 10:18:03
377,@FoxNews,"Marty Balin, who co-founded Jefferson Airplane, dies at 76 https://t.co/UIR3vzwHmb",Sat Sep 29 10:20:44 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:20:44
445,@nytimes,"The Week in Good News: A Medical Breakthrough, a Sound Journey, Robyn https://t.co/KCUDQUwzUr",Sat Sep 29 10:22:34 +0000 2018,0.4404,0.225,0.0,0.775,2018-09-29 10:22:34
228,@CNN,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/pBImRwJDun,Sat Sep 29 10:31:00 +0000 2018,0.2732,0.104,0.0,0.896,2018-09-29 10:31:00
444,@nytimes,"RT @nytrealestate: There's a reason why they call it ""staging a house"" - when you put your house on the market, it's not a place to live an…",Sat Sep 29 10:32:01 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:32:01
137,@CBSNews,"Trump orders FBI to conduct ""supplemental investigation"" into Kavanaugh allegations — live updates… https://t.co/FRwNczPWyO",Sat Sep 29 10:33:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:33:04
376,@FoxNews,"California governor signs bill to raise age requirement to 21 for purchase of rifles, shotguns https://t.co/Du85yvA99O",Sat Sep 29 10:34:02 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:34:02
375,@FoxNews,".@MichelleObama: “I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political… https://t.co/eYZpi7WuCu",Sat Sep 29 10:40:12 +0000 2018,-0.7506,0.05,0.277,0.672,2018-09-29 10:40:12
374,@FoxNews,Bar Association asks to delay Brett Kavanaugh vote until FBI investigates https://t.co/rrNC2BT4ye,Sat Sep 29 10:45:03 +0000 2018,-0.3182,0.0,0.173,0.827,2018-09-29 10:45:03
227,@CNN,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliest… https://t.co/S9vUosYzPB",Sat Sep 29 10:46:02 +0000 2018,-0.7351,0.0,0.256,0.744,2018-09-29 10:46:02
136,@CBSNews,Boy Scouts recall neckerchief slides due to high lead content https://t.co/FIunyyMlLJ https://t.co/FtU8i9icir,Sat Sep 29 10:48:03 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:48:03
373,@FoxNews,Photo of Teens Standing for Anthem Outside Football Stadium Goes Viral https://t.co/EiyPTKKDUs,Sat Sep 29 10:49:09 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 10:49:09
226,@CNN,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancer… https://t.co/FIO0Ia2eWO,Sat Sep 29 11:01:00 +0000 2018,0.5719,0.198,0.0,0.802,2018-09-29 11:01:00
225,@CNN,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GwmUQHSQW0,Sat Sep 29 11:01:05 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:01:05
443,@nytimes,"Kids’ brainpower tied to exercise, sleep and limited screen time https://t.co/VfNqmeCgFt",Sat Sep 29 11:02:06 +0000 2018,-0.2263,0.0,0.16,0.84,2018-09-29 11:02:06
135,@CBSNews,Indonesia earthquake kills hundreds as quake triggers 10-foot-high tsunami https://t.co/87S88uA6aY https://t.co/jlVWVg1Dcw,Sat Sep 29 11:02:06 +0000 2018,-0.5423,0.0,0.259,0.741,2018-09-29 11:02:06
7,@BBC,"""New York City is underwhelming"". 😳😳😳
 
#UnpopularOpinion was HARSH this week. 😂 @gregjames

https://t.co/pSz5eP8YbR",Sat Sep 29 11:03:02 +0000 2018,-0.186,0.156,0.227,0.616,2018-09-29 11:03:02
134,@CBSNews,Paramilitary sect leader Deborah Green sentenced for child abuse in New Mexico https://t.co/jh5zn3ZZFL https://t.co/LKqisTc7DX,Sat Sep 29 11:03:03 +0000 2018,-0.6486,0.0,0.306,0.694,2018-09-29 11:03:03
372,@FoxNews,'Last Man Standing' star Tim Allen says it's 'nobody's business' what he thinks about politics https://t.co/dslX7wNPS0,Sat Sep 29 11:03:47 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:03:47
371,@FoxNews,Carrie Severino: “The great thing that happened yesterday is Judge Kavanaugh one step closer to confirmation to the… https://t.co/4Anq3V5IkM,Sat Sep 29 11:14:46 +0000 2018,0.6249,0.186,0.0,0.814,2018-09-29 11:14:46
224,@CNN,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/8WsJqWsBnN,Sat Sep 29 11:16:02 +0000 2018,-0.5719,0.0,0.15,0.85,2018-09-29 11:16:02
133,@CBSNews,Former Massachusetts state senator found dead before his corruption trial https://t.co/DAySakAVsS https://t.co/SWnt6i6aQY,Sat Sep 29 11:18:04 +0000 2018,-0.6486,0.0,0.281,0.719,2018-09-29 11:18:04
370,@FoxNews,OPINION: @newtgingrich: Is there even one Democrat decent enough or disgusted enough to end this Kavanaugh travesty? https://t.co/JsEk43UmAV,Sat Sep 29 11:19:54 +0000 2018,-0.7964,0.0,0.307,0.693,2018-09-29 11:19:54
442,@nytimes,"RT @nytopinion: Kavanaugh's performance on Thursday was right out of Norman Rockwell with a touch of ""Mad Men,"" writes @NYTimesCohen https:…",Sat Sep 29 11:22:01 +0000 2018,-0.4939,0.0,0.144,0.856,2018-09-29 11:22:01
132,@CBSNews,Airline now says one passenger is missing after Micronesia lagoon plane crash https://t.co/O0j9W0N4Nd https://t.co/lSy7IR10qX,Sat Sep 29 11:24:06 +0000 2018,-0.5994,0.0,0.29,0.71,2018-09-29 11:24:06
369,@FoxNews,"House Republicans vote to release Russia probe transcripts, plan subpoena for Fusion GPS co-founder https://t.co/wtP0ad8zmC",Sat Sep 29 11:26:07 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:26:07
223,@CNN,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/PyxMF661f6,Sat Sep 29 11:31:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:31:00
368,@FoxNews,.@dbongino: “Jeff Flake has no spine.” https://t.co/eqzclyVtuP,Sat Sep 29 11:31:03 +0000 2018,-0.296,0.0,0.268,0.732,2018-09-29 11:31:03
131,@CBSNews,"Marty Balin, founder of Jefferson Airplane, dies at 76 https://t.co/VWYME73mGf https://t.co/0pAEvE9zHY",Sat Sep 29 11:32:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:32:04
130,@CBSNews,Brett Kavanaugh's friend Mark Judge responds to Christine Blasey Ford testimony https://t.co/BONonEwNKU https://t.co/WtLW4xbepR,Sat Sep 29 11:33:03 +0000 2018,0.4939,0.211,0.0,0.789,2018-09-29 11:33:03
441,@nytimes,Facebook said that attackers exploited a weakness that enabled them to hijack the accounts of nearly 50 million use… https://t.co/07YBUT2bjk,Sat Sep 29 11:42:04 +0000 2018,-0.8591,0.0,0.373,0.627,2018-09-29 11:42:04
367,@FoxNews,"Man finds Mississippi governor's wedding ring in 'old couch' decades after it went missing, gov says https://t.co/JaF2wOom5T",Sat Sep 29 11:43:10 +0000 2018,-0.296,0.0,0.121,0.879,2018-09-29 11:43:10
222,@CNN,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/DIRC09z8tk,Sat Sep 29 11:46:03 +0000 2018,0.5574,0.205,0.0,0.795,2018-09-29 11:46:03
129,@CBSNews,Man diagnosed with world's first human case of rat disease hepatitis E https://t.co/jjKTWo8MCZ https://t.co/8cBe53Ijq2,Sat Sep 29 11:48:03 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:48:03
128,@CBSNews,Surveillance video shows deadly ambush of rapper XXXTentacion in Florida https://t.co/V6erW8N81k https://t.co/6DWORmrzux,Sat Sep 29 11:56:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 11:56:04
366,@FoxNews,The U.S. Navy Blue Angels perform a dynamic aerial maneuver during the 2018 Marine Corps Air Station Miramar Air Sh… https://t.co/TE0c6ihcLE,Sat Sep 29 11:58:20 +0000 2018,0.3818,0.12,0.0,0.88,2018-09-29 11:58:20
221,@CNN,"Instagram-friendly food. Yes, please. #NoFilter. Travel to Asturias, Spain on an all-new #PartsUnknown, Sunday at 9… https://t.co/4uAoNu4idr",Sat Sep 29 12:00:24 +0000 2018,0.6124,0.25,0.0,0.75,2018-09-29 12:00:24
440,@nytimes,"How the FBI will investigate the Kavanaugh accusations
https://t.co/qAgTITm5RS",Sat Sep 29 12:02:02 +0000 2018,-0.3182,0.0,0.223,0.777,2018-09-29 12:02:02
127,@CBSNews,"Inmate denies murdering ex-roommate before execution, says ""but hey, whatever makes you happy""… https://t.co/aSAyLL9Ast",Sat Sep 29 12:03:04 +0000 2018,-0.5499,0.0,0.275,0.725,2018-09-29 12:03:04
365,@FoxNews,"Snow leopard 'poses for selfies,' goes viral https://t.co/s0sS76Bjof",Sat Sep 29 12:12:09 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 12:12:09
220,@CNN,One of the women who confronted Sen. Jeff Flake in a Capitol elevator Friday said she hopes other Republican senato… https://t.co/GL6sJnfjpG,Sat Sep 29 12:16:05 +0000 2018,0.25,0.124,0.08,0.796,2018-09-29 12:16:05
126,@CBSNews,Video shows fight before fatal shooting of LSU basketball player Wayde Sims https://t.co/d5WzByQSBK https://t.co/uLMZ5DRCwg,Sat Sep 29 12:18:03 +0000 2018,-0.7269,0.0,0.337,0.663,2018-09-29 12:18:03
439,@nytimes,Scraps of a former NFL lineman’s diary found after his death offer a painful glimpse of a football player losing hi… https://t.co/dCXMjYGPjF,Sat Sep 29 12:22:04 +0000 2018,-0.8555,0.0,0.37,0.63,2018-09-29 12:22:04
219,@CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/NLz9VFBdx5,Sat Sep 29 12:31:00 +0000 2018,-0.1779,0.0,0.078,0.922,2018-09-29 12:31:00
364,@FoxNews,The Miami Police Department just got the coolest cop car ever https://t.co/Y5DFlK2fqe,Sat Sep 29 12:31:44 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 12:31:44
125,@CBSNews,National Guardsmen waved van around barricade blocking flooded road before 2 drowned https://t.co/p6FCW1mWa4 https://t.co/tMLYv6GLdH,Sat Sep 29 12:33:10 +0000 2018,-0.7579,0.0,0.371,0.629,2018-09-29 12:33:10
363,@FoxNews,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/j2GutFMnf4",Sat Sep 29 12:34:00 +0000 2018,0.5919,0.212,0.0,0.788,2018-09-29 12:34:00
362,@FoxNews,.@JessicaTarlov: “I’m happy that there will be an FBI investigation and I think that was the only responsible thing… https://t.co/yyppdDLCEh,Sat Sep 29 12:41:00 +0000 2018,0.7184,0.261,0.0,0.739,2018-09-29 12:41:00
438,@nytimes,"Modern Love: ""I didn’t meet my girlfriend, Jessica, until 12 years after our daughter, Alice, was born. Let me expl… https://t.co/RK6UxTnkIo",Sat Sep 29 12:42:06 +0000 2018,0.6369,0.174,0.0,0.826,2018-09-29 12:42:06
218,@CNN,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/nAkVIZdR96",Sat Sep 29 12:46:06 +0000 2018,0.34,0.159,0.0,0.841,2018-09-29 12:46:06
124,@CBSNews,"Honda recall: Rear cameras and airbags lead to recall of Accord, Insight, Acura models https://t.co/mjnRRXcYhQ https://t.co/2kUxsM1If7",Sat Sep 29 12:48:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 12:48:04
361,@FoxNews,NBA legend Kobe Bryant seen helping drivers involved in car accident https://t.co/CIaC7n6J1g,Sat Sep 29 12:53:00 +0000 2018,-0.2263,0.144,0.203,0.654,2018-09-29 12:53:00
360,@FoxNews,"Brandon Judd: “Of all people that should want to secure the border, it should be the Democrats because this is a ra… https://t.co/QDBnupEnrx",Sat Sep 29 12:54:43 +0000 2018,0.4019,0.156,0.0,0.844,2018-09-29 12:54:43
6,@BBC,"This is the world's most dangerous city to be a woman. 

https://t.co/v1qrWFF6B6",Sat Sep 29 13:01:07 +0000 2018,-0.5256,0.0,0.253,0.747,2018-09-29 13:01:07
